question,context,selected_answer,selected_answer_idx,is_correct,confidence,correct_answers,correct_answers_text,correct_answers_idx
Почему у фотографа столько пошлости в рисунках?,"Манера рисунка была ужасна. Однако вскоре он получает первые рисунки от учеников для самостоятельного анализа и оценки. На рисунке три мальчугана ловили рыбу в каком-то странном водоёме, причём курточка одного висела на табличке с надписью «Ловля рыбы воспрещается». Вторым учеником был Р. Говард Риджфилд из города Уиндзор, штат Онтарио, 56-летний светский фотограф, рассматривающий живопись как ещё одно «выгодное дельце». Манера письма Р. Говард Риджфилда до боли напоминала манеру Бэмби Кремер. Рисовал преимущественно карикатуры. Своими любимыми художниками в анкете она назвала Рембрандта и Уолта Диснея, к письму прикрепила большую глянцевую фотокарточку со своим изображением в купальнике, бескозырке и браслете на щиколотке.",Потому что он рассматривал живопись как ещё одно «выгодное дельце».,1844,True,0.9171005487442017,"[{'text': 'Потому что в фотографии всю свою испорченность он не мог тогда проявить.', 'idx': 1842}, {'text': 'Потому что он рассматривал живопись как ещё одно «выгодное дельце».', 'idx': 1844}]","['Потому что в фотографии всю свою испорченность он не мог тогда проявить.', 'Потому что он рассматривал живопись как ещё одно «выгодное дельце».']","[1842, 1844]"
Каких художников любила Бемби Кремер?,"Манера письма Р. Говард Риджфилда до боли напоминала манеру Бэмби Кремер. Первым учеником оказалась 23-летняя домохозяйка из Торонто, писавшая под псевдонимом Бэмби Кремер. Своими любимыми художниками в анкете она назвала Рембрандта и Уолта Диснея, к письму прикрепила большую глянцевую фотокарточку со своим изображением в купальнике, бескозырке и браслете на щиколотке. Любимыми художниками он называл Рембрандта, Сарджента и «Тицяна». На одной из них священник соблазнял невинную девицу. Манера рисунка была ужасна. Среди рисунков Кремер герою особенно запомнился тот, что был озаглавлен цитатой из Библии: «И прости им прегрешения их».",Диснея и Рембрандта.,1846,True,0.847533106803894,"[{'text': 'Диснея и Рембрандта.', 'idx': 1846}, {'text': 'Рембрандт, Уолт Дисней.', 'idx': 1848}]","['Диснея и Рембрандта.', 'Рембрандт, Уолт Дисней.']","[1846, 1848]"
Какой рисунок особо понравился герою?,"Среди рисунков Кремер герою особенно запомнился тот, что был озаглавлен цитатой из Библии: «И прости им прегрешения их». На одной из них священник соблазнял невинную девицу. Однако вскоре он получает первые рисунки от учеников для самостоятельного анализа и оценки. Манера рисунка была ужасна. На рисунке три мальчугана ловили рыбу в каком-то странном водоёме, причём курточка одного висела на табличке с надписью «Ловля рыбы воспрещается». Своими любимыми художниками в анкете она назвала Рембрандта и Уолта Диснея, к письму прикрепила большую глянцевую фотокарточку со своим изображением в купальнике, бескозырке и браслете на щиколотке. Рисовал преимущественно карикатуры.",Натюрморт.,1850,False,0.5334339141845703,"[{'text': 'Рисунок с тремя мальчиками которые ловили рыбу.', 'idx': 1849}, {'text': 'Тот, что был озаглавлен цитатой из Библии.', 'idx': 1851}]","['Рисунок с тремя мальчиками которые ловили рыбу.', 'Тот, что был озаглавлен цитатой из Библии.']","[1849, 1851]"
"Что было изображено на рисунке, который прислала Бэмби Крэмер?","Первым учеником оказалась 23-летняя домохозяйка из Торонто, писавшая под псевдонимом Бэмби Кремер. Манера письма Р. Говард Риджфилда до боли напоминала манеру Бэмби Кремер. Среди рисунков Кремер герою особенно запомнился тот, что был озаглавлен цитатой из Библии: «И прости им прегрешения их». На рисунке три мальчугана ловили рыбу в каком-то странном водоёме, причём курточка одного висела на табличке с надписью «Ловля рыбы воспрещается». Своими любимыми художниками в анкете она назвала Рембрандта и Уолта Диснея, к письму прикрепила большую глянцевую фотокарточку со своим изображением в купальнике, бескозырке и браслете на щиколотке. Однако вскоре он получает первые рисунки от учеников для самостоятельного анализа и оценки. Вторым учеником был Р. Говард Риджфилд из города Уиндзор, штат Онтарио, 56-летний светский фотограф, рассматривающий живопись как ещё одно «выгодное дельце».",Три мальчугана ловили рыбу.,1855,True,0.5111215114593506,"[{'text': 'Мальчики, которые ловят рыбу, причем, куртка одного из них висит на табличке с надписью ""Ловля рыбы воспрещается"".', 'idx': 1854}, {'text': 'Три мальчугана ловили рыбу.', 'idx': 1855}]","['Мальчики, которые ловят рыбу, причем, куртка одного из них висит на табличке с надписью ""Ловля рыбы воспрещается"".', 'Три мальчугана ловили рыбу.']","[1854, 1855]"
Как был подписан запомнившийся рисунок Бэмби Крэмер?,"Манера письма Р. Говард Риджфилда до боли напоминала манеру Бэмби Кремер. Среди рисунков Кремер герою особенно запомнился тот, что был озаглавлен цитатой из Библии: «И прости им прегрешения их». Первым учеником оказалась 23-летняя домохозяйка из Торонто, писавшая под псевдонимом Бэмби Кремер. Своими любимыми художниками в анкете она назвала Рембрандта и Уолта Диснея, к письму прикрепила большую глянцевую фотокарточку со своим изображением в купальнике, бескозырке и браслете на щиколотке. На рисунке три мальчугана ловили рыбу в каком-то странном водоёме, причём курточка одного висела на табличке с надписью «Ловля рыбы воспрещается». На одной из них священник соблазнял невинную девицу. Вторым учеником был Р. Говард Риджфилд из города Уиндзор, штат Онтарио, 56-летний светский фотограф, рассматривающий живопись как ещё одно «выгодное дельце».","Среди рисунков Кремер герою особенно запомнился тот, что был озаглавлен цитатой из Библии: «И прости им прегрешения их».",1860,True,0.47721099853515625,"[{'text': 'Рисунок был подписан библейской цитатой «И прости им прегрешения их».', 'idx': 1859}, {'text': 'Среди рисунков Кремер герою особенно запомнился тот, что был озаглавлен цитатой из Библии: «И прости им прегрешения их».', 'idx': 1860}]","['Рисунок был подписан библейской цитатой «И прости им прегрешения их».', 'Среди рисунков Кремер герою особенно запомнился тот, что был озаглавлен цитатой из Библии: «И прости им прегрешения их».']","[1859, 1860]"
Что прикрепила к своему письму Бэмби Кремер?,"Первым учеником оказалась 23-летняя домохозяйка из Торонто, писавшая под псевдонимом Бэмби Кремер. Своими любимыми художниками в анкете она назвала Рембрандта и Уолта Диснея, к письму прикрепила большую глянцевую фотокарточку со своим изображением в купальнике, бескозырке и браслете на щиколотке. Манера письма Р. Говард Риджфилда до боли напоминала манеру Бэмби Кремер. Среди рисунков Кремер герою особенно запомнился тот, что был озаглавлен цитатой из Библии: «И прости им прегрешения их». На рисунке три мальчугана ловили рыбу в каком-то странном водоёме, причём курточка одного висела на табличке с надписью «Ловля рыбы воспрещается». На одной из них священник соблазнял невинную девицу. Однако вскоре он получает первые рисунки от учеников для самостоятельного анализа и оценки.","Бэмби Кремер прикрепила к письму большую глянцевую фотокарточку со своими изображением в купальнике, бескозырке и браслете на щиколотке.",1861,True,0.6404933333396912,"[{'text': 'Бэмби Кремер прикрепила к письму большую глянцевую фотокарточку со своими изображением в купальнике, бескозырке и браслете на щиколотке.', 'idx': 1861}, {'text': 'Бэмби Кремер прикрепила к письму свою фотографию в купальнике, бескозырке и браслете на щиколотке.', 'idx': 1862}]","['Бэмби Кремер прикрепила к письму большую глянцевую фотокарточку со своими изображением в купальнике, бескозырке и браслете на щиколотке.', 'Бэмби Кремер прикрепила к письму свою фотографию в купальнике, бескозырке и браслете на щиколотке.']","[1861, 1862]"
Какие любимые художники были у Р. Говарда Риджфилда?,"Манера письма Р. Говард Риджфилда до боли напоминала манеру Бэмби Кремер. Любимыми художниками он называл Рембрандта, Сарджента и «Тицяна». Среди рисунков Кремер герою особенно запомнился тот, что был озаглавлен цитатой из Библии: «И прости им прегрешения их». Вторым учеником был Р. Говард Риджфилд из города Уиндзор, штат Онтарио, 56-летний светский фотограф, рассматривающий живопись как ещё одно «выгодное дельце». Своими любимыми художниками в анкете она назвала Рембрандта и Уолта Диснея, к письму прикрепила большую глянцевую фотокарточку со своим изображением в купальнике, бескозырке и браслете на щиколотке. Первым учеником оказалась 23-летняя домохозяйка из Торонто, писавшая под псевдонимом Бэмби Кремер. Манера рисунка была ужасна.","Р. Говард Риджфилд любил Рембрандта, Сарджента и «Тицяна».",1865,True,0.7400155663490295,"[{'text': 'Р. Говард Риджфилд любил Рембрандта, Сарджента и «Тицяна».', 'idx': 1865}, {'text': 'Любимыми художниками он называл Рембрандта, Сарджента и «Тицяна».', 'idx': 1866}]","['Р. Говард Риджфилд любил Рембрандта, Сарджента и «Тицяна».', 'Любимыми художниками он называл Рембрандта, Сарджента и «Тицяна».']","[1865, 1866]"
"Что говорилось в послании, которое получил Мейсон?","Мейсон получил записку, в которой говорилось: Питер последовал за Кассом на первый этаж, где познакомился с полицейским Луиджи, который считал себя гуманистом и в то же время фашистом, так как не желал следовать коммунизму. Возвратившись к событиям роковой ночи в Самбуко, Питер принял извинение Мейсона за недавнюю угрозу, который в ярких красках описал свои невероятные приключениях на сафари с томной блондинкой, в бесстыдстве и беззастенчивости превзойдя самого себя. Мейсон вызвал пьяного Касса наверх, где, не обращая внимания на протесты Поппи и Питера, заставил Касса выступать на потеху гостям, пока Крипс не прекратил это гнусное шоу. Узнав о том, что его дочь, Франческа, не пришла домой, Касс заволновался, но его убедили в том, что, скорее всего, она у своей подруги. Там они зашли в жилище, от которого несло смертью, где Касс передал лекарство умирающему от туберкулёза старику. «Ты попал в большую беду.",Мейсон не получил записку.,1870,False,0.5106302499771118,"[{'text': 'Мейсон получил записку, в которой говорилось: ""Ты попал в большую беду. Я скормлю тебя воронью."".', 'idx': 1869}]","['Мейсон получил записку, в которой говорилось: ""Ты попал в большую беду. Я скормлю тебя воронью."".']",[1869]
"Что произошло, когда Красс слегка протрезвел?","Слегка протрезвев, Касс украл у Мейсона пилюли и вместе с Питером отправился в деревню. Там они зашли в жилище, от которого несло смертью, где Касс передал лекарство умирающему от туберкулёза старику. Возвратившись к событиям роковой ночи в Самбуко, Питер принял извинение Мейсона за недавнюю угрозу, который в ярких красках описал свои невероятные приключениях на сафари с томной блондинкой, в бесстыдстве и беззастенчивости превзойдя самого себя. Мейсон вызвал пьяного Касса наверх, где, не обращая внимания на протесты Поппи и Питера, заставил Касса выступать на потеху гостям, пока Крипс не прекратил это гнусное шоу. Узнав о том, что его дочь, Франческа, не пришла домой, Касс заволновался, но его убедили в том, что, скорее всего, она у своей подруги. Он уговаривал Касса взять себя в руки и перестать пить. «Ты попал в большую беду.","Мейсон украл пилюли и отправился в деревню, где он передал лекарство умирающему от туберкулёза старику.",1872,False,0.6107085943222046,"[{'text': 'Касс украл пилюли и отправился в деревню, где он передал лекарство умирающему от туберкулёза старику.', 'idx': 1871}]","['Касс украл пилюли и отправился в деревню, где он передал лекарство умирающему от туберкулёза старику.']",[1871]
"Что было в тексте записки,которую получил Мейсон?","Мейсон получил записку, в которой говорилось: Питер последовал за Кассом на первый этаж, где познакомился с полицейским Луиджи, который считал себя гуманистом и в то же время фашистом, так как не желал следовать коммунизму. Узнав о том, что его дочь, Франческа, не пришла домой, Касс заволновался, но его убедили в том, что, скорее всего, она у своей подруги. Возвратившись к событиям роковой ночи в Самбуко, Питер принял извинение Мейсона за недавнюю угрозу, который в ярких красках описал свои невероятные приключениях на сафари с томной блондинкой, в бесстыдстве и беззастенчивости превзойдя самого себя. Слегка протрезвев, Касс украл у Мейсона пилюли и вместе с Питером отправился в деревню. Мейсон вызвал пьяного Касса наверх, где, не обращая внимания на протесты Поппи и Питера, заставил Касса выступать на потеху гостям, пока Крипс не прекратил это гнусное шоу. Там они зашли в жилище, от которого несло смертью, где Касс передал лекарство умирающему от туберкулёза старику.","Ты в беде, я тебя воронам скормлю"".",1876,True,0.48746660351753235,"[{'text': 'Ты попал в большую беду. Я скормлю тебя воронью.', 'idx': 1874}, {'text': 'Ты в беде, я тебя воронам скормлю"".', 'idx': 1876}]","['Ты попал в большую беду. Я скормлю тебя воронью.', 'Ты в беде, я тебя воронам скормлю"".']","[1874, 1876]"
Что сделал Касс с лекарством Мейсона?,"Слегка протрезвев, Касс украл у Мейсона пилюли и вместе с Питером отправился в деревню. Мейсон вызвал пьяного Касса наверх, где, не обращая внимания на протесты Поппи и Питера, заставил Касса выступать на потеху гостям, пока Крипс не прекратил это гнусное шоу. Питер последовал за Кассом на первый этаж, где познакомился с полицейским Луиджи, который считал себя гуманистом и в то же время фашистом, так как не желал следовать коммунизму. Там они зашли в жилище, от которого несло смертью, где Касс передал лекарство умирающему от туберкулёза старику. Узнав о том, что его дочь, Франческа, не пришла домой, Касс заволновался, но его убедили в том, что, скорее всего, она у своей подруги. Возвратившись к событиям роковой ночи в Самбуко, Питер принял извинение Мейсона за недавнюю угрозу, который в ярких красках описал свои невероятные приключениях на сафари с томной блондинкой, в бесстыдстве и беззастенчивости превзойдя самого себя. Он уговаривал Касса взять себя в руки и перестать пить.",Съел пилюли.,1881,False,0.7026675939559937,"[{'text': 'Отдал лекарство старику-туберкулёзнику.', 'idx': 1879}, {'text': 'Передал лекарство умирающему от туберкулёза старику.', 'idx': 1880}]","['Отдал лекарство старику-туберкулёзнику.', 'Передал лекарство умирающему от туберкулёза старику.']","[1879, 1880]"
"Что говорилось в записке, которую получил Мейсон?","Мейсон получил записку, в которой говорилось: Питер последовал за Кассом на первый этаж, где познакомился с полицейским Луиджи, который считал себя гуманистом и в то же время фашистом, так как не желал следовать коммунизму. Узнав о том, что его дочь, Франческа, не пришла домой, Касс заволновался, но его убедили в том, что, скорее всего, она у своей подруги. Возвратившись к событиям роковой ночи в Самбуко, Питер принял извинение Мейсона за недавнюю угрозу, который в ярких красках описал свои невероятные приключениях на сафари с томной блондинкой, в бесстыдстве и беззастенчивости превзойдя самого себя. Мейсон вызвал пьяного Касса наверх, где, не обращая внимания на протесты Поппи и Питера, заставил Касса выступать на потеху гостям, пока Крипс не прекратил это гнусное шоу. Слегка протрезвев, Касс украл у Мейсона пилюли и вместе с Питером отправился в деревню. «Ты попал в большую беду.","Там было написано, что Мейсон в беде и К. скормит его воронью.",1883,True,0.5752342939376831,"[{'text': 'Там было написано, что Мейсон в беде и К. скормит его воронью.', 'idx': 1883}, {'text': 'Там были угрозы от К.', 'idx': 1885}]","['Там было написано, что Мейсон в беде и К. скормит его воронью.', 'Там были угрозы от К.']","[1883, 1885]"
Куда зашли Касс с Питером?,"«Ты попал в большую беду. Мейсон вызвал пьяного Касса наверх, где, не обращая внимания на протесты Поппи и Питера, заставил Касса выступать на потеху гостям, пока Крипс не прекратил это гнусное шоу. Он уговаривал Касса взять себя в руки и перестать пить. Узнав о том, что его дочь, Франческа, не пришла домой, Касс заволновался, но его убедили в том, что, скорее всего, она у своей подруги. Слегка протрезвев, Касс украл у Мейсона пилюли и вместе с Питером отправился в деревню. Я скормлю тебя воронью. Возвратившись к событиям роковой ночи в Самбуко, Питер принял извинение Мейсона за недавнюю угрозу, который в ярких красках описал свои невероятные приключениях на сафари с томной блондинкой, в бесстыдстве и беззастенчивости превзойдя самого себя.",В замок.,1889,False,0.760405957698822,"[{'text': 'В жилище, от которого несло смертью.', 'idx': 1891}, {'text': 'В дом, от которого пахло смертью.', 'idx': 1892}]","['В жилище, от которого несло смертью.', 'В дом, от которого пахло смертью.']","[1891, 1892]"
"Как называется место, в котором живут главные герои фильма?","В 2008 году было объявлено, что режиссером фильма станет Шекхар Капур (""Елизавета"" и ""Золотой век""), однако затем планы поменялись. Ларклайт - это вращающееся вокруг Луны поместье, в котором проживают Артур и Миртл. События разворачиваются в Викторианскую эпоху, но в альтернативной вселенной, в которой человечество освоило космические полёты еще во времена Ньютона. Отметим, что фильм ""Впусти меня"" Альфредсона также является экранизацией книги. Режиссер шведского фильма ""Впусти меня"" Томас Альфредсон снимет экранизацию фантастической книги Филипа Рива ""Ларклайт"" (Larklight), сообщает Heatvision. Герои книги - брат и сестра Артур и Миртл. В сюжете книги также присутствуют космические пираты и гигантские пауки.",Поместье Ларклайт.,1897,True,0.7872326374053955,"[{'text': 'Брат и сестра Артур и Миртл живут в поместье Ларклайт.', 'idx': 1893}, {'text': 'Поместье Ларклайт.', 'idx': 1897}]","['Брат и сестра Артур и Миртл живут в поместье Ларклайт.', 'Поместье Ларклайт.']","[1893, 1897]"
Какая компания приобрела права на экранизацию первой книжки Филипа Рива?,"Компания Warner Bros. приобрела права на экранизацию первой книги в 2006 году. Режиссер шведского фильма ""Впусти меня"" Томас Альфредсон снимет экранизацию фантастической книги Филипа Рива ""Ларклайт"" (Larklight), сообщает Heatvision. В 2008 году было объявлено, что режиссером фильма станет Шекхар Капур (""Елизавета"" и ""Золотой век""), однако затем планы поменялись. Отметим, что фильм ""Впусти меня"" Альфредсона также является экранизацией книги. ""Ларклайт"" - первая книга из трилогии Рива. Он основан на романе Йона Айвиде Линдквиста, рассказывающем о дружбе 12-летнего мальчика и девочки-вампира. Шведская экранизация была выпущена на экраны в 2008 году.",Warner Bros.,1902,True,1.0000001192092896,"[{'text': 'Компания Warner Bros. приобрела права на экранизацию ""Ларкрайта"" в 2006 году.', 'idx': 1901}, {'text': 'Warner Bros.', 'idx': 1902}]","['Компания Warner Bros. приобрела права на экранизацию ""Ларкрайта"" в 2006 году.', 'Warner Bros.']","[1901, 1902]"
"Как называется книга Филипа Рила, в которой есть брат с сестрой, космические пираты и гигантские пауки?","Герои книги - брат и сестра Артур и Миртл. Она была опубликована в 2006 году; за ней последовали ""Звёздный крест"" (Starcross, 2007 год) и ""Ураган мотыльков"" (Mothstorm, 2008 год). ""Ларклайт"" - первая книга из трилогии Рива. Режиссер шведского фильма ""Впусти меня"" Томас Альфредсон снимет экранизацию фантастической книги Филипа Рива ""Ларклайт"" (Larklight), сообщает Heatvision. В сюжете книги также присутствуют космические пираты и гигантские пауки. Ларклайт - это вращающееся вокруг Луны поместье, в котором проживают Артур и Миртл. Компания Warner Bros. приобрела права на экранизацию первой книги в 2006 году.",Ларкрайт.,1907,True,0.4929339289665222,"[{'text': 'Книга называется Ларкрайт.', 'idx': 1906}, {'text': 'Ларкрайт.', 'idx': 1907}]","['Книга называется Ларкрайт.', 'Ларкрайт.']","[1906, 1907]"
Кто в 2008 году снял шведский фильм о дружбе мальчика с девочкой-вампиром?,"В 2008 году было объявлено, что режиссером фильма станет Шекхар Капур (""Елизавета"" и ""Золотой век""), однако затем планы поменялись. Он основан на романе Йона Айвиде Линдквиста, рассказывающем о дружбе 12-летнего мальчика и девочки-вампира. Режиссер шведского фильма ""Впусти меня"" Томас Альфредсон снимет экранизацию фантастической книги Филипа Рива ""Ларклайт"" (Larklight), сообщает Heatvision. Отметим, что фильм ""Впусти меня"" Альфредсона также является экранизацией книги. Она была опубликована в 2006 году; за ней последовали ""Звёздный крест"" (Starcross, 2007 год) и ""Ураган мотыльков"" (Mothstorm, 2008 год). Шведская экранизация была выпущена на экраны в 2008 году. Компания Warner Bros. приобрела права на экранизацию первой книги в 2006 году.",Альфредсон.,1912,True,0.8153836131095886,"[{'text': 'Режиссер Томас Альфредсон.', 'idx': 1910}, {'text': 'Альфредсон.', 'idx': 1912}]","['Режиссер Томас Альфредсон.', 'Альфредсон.']","[1910, 1912]"
"Что предложила Эми Пенни, чтобы искупить вину перед теми, над кем издевалась в школе?","Оказывается, что над Эми и Бернадетт тоже издевались в школе, а вот Пенни наоборот была той, кто издевался над заучками и ботаниками. Пенни становится стыдно за свое поведение в школе, она пытается позвонить всем, кого обижала, и извиниться, но никто не хочет ее слушать. Джимми Спекерман, парень, который дразнил и издевался над Леонардом в школе, написал ему и хочет встретиться. Тогда Эми предлагает ей пожертвовать часть своей одежды на благотворительность и тем самым искупить вину. А Леонард набирается смелости и высказывает все своему школьному обидчику, вручая ему целый список обидных вещей, которые тот делал с Леонардом. Леонард серьезно раздумывает, стоит ли ему встречаться с ним, но все же решает пойти и высказать Джимми все, что накопилось за годы унижений и издевательств. Тем временем Эми, Бернадетт и Пенни вспоминают свои школьные годы.",Эми предлагает Пенни пожертвовать часть своей одежды на благотворительность и тем самым искупить вину.,1913,True,0.6843225955963135,"[{'text': 'Эми предлагает Пенни пожертвовать часть своей одежды на благотворительность и тем самым искупить вину.', 'idx': 1913}]",['Эми предлагает Пенни пожертвовать часть своей одежды на благотворительность и тем самым искупить вину.'],[1913]
Зачем Леонард встречается с Джимми Спекерманом?,"Джимми Спекерман, парень, который дразнил и издевался над Леонардом в школе, написал ему и хочет встретиться. А Леонард набирается смелости и высказывает все своему школьному обидчику, вручая ему целый список обидных вещей, которые тот делал с Леонардом. Леонард серьезно раздумывает, стоит ли ему встречаться с ним, но все же решает пойти и высказать Джимми все, что накопилось за годы унижений и издевательств. Оказывается, что над Эми и Бернадетт тоже издевались в школе, а вот Пенни наоборот была той, кто издевался над заучками и ботаниками. Пенни становится стыдно за свое поведение в школе, она пытается позвонить всем, кого обижала, и извиниться, но никто не хочет ее слушать. С Леонардом произошло кое-что странное. Остальные идут вместе с Леонардом, чтобы поддержать его.",Чтобы сходить в бар.,1920,False,0.6622658371925354,"[{'text': 'Чтобы высказать Джимми все, что накопилось за годы унижений и издевательств, вручая ему целый список обидных вещей, которые тот делал с Леонардом.', 'idx': 1919}]","['Чтобы высказать Джимми все, что накопилось за годы унижений и издевательств, вручая ему целый список обидных вещей, которые тот делал с Леонардом.']",[1919]
"Как звали парня, дразнившего Леонарда в школе?","Джимми Спекерман, парень, который дразнил и издевался над Леонардом в школе, написал ему и хочет встретиться. Оказывается, что над Эми и Бернадетт тоже издевались в школе, а вот Пенни наоборот была той, кто издевался над заучками и ботаниками. Пенни становится стыдно за свое поведение в школе, она пытается позвонить всем, кого обижала, и извиниться, но никто не хочет ее слушать. А Леонард набирается смелости и высказывает все своему школьному обидчику, вручая ему целый список обидных вещей, которые тот делал с Леонардом. Леонард серьезно раздумывает, стоит ли ему встречаться с ним, но все же решает пойти и высказать Джимми все, что накопилось за годы унижений и издевательств. С Леонардом произошло кое-что странное. Тем временем Эми, Бернадетт и Пенни вспоминают свои школьные годы.",Джимми Спекерман.,1922,True,0.9256718158721924,"[{'text': 'Джимми Спекерман.', 'idx': 1922}]",['Джимми Спекерман.'],[1922]
Над кем издевалась Пенни?,"Оказывается, что над Эми и Бернадетт тоже издевались в школе, а вот Пенни наоборот была той, кто издевался над заучками и ботаниками. Пенни становится стыдно за свое поведение в школе, она пытается позвонить всем, кого обижала, и извиниться, но никто не хочет ее слушать. С Леонардом произошло кое-что странное. Джимми Спекерман, парень, который дразнил и издевался над Леонардом в школе, написал ему и хочет встретиться. Леонард серьезно раздумывает, стоит ли ему встречаться с ним, но все же решает пойти и высказать Джимми все, что накопилось за годы унижений и издевательств. А Леонард набирается смелости и высказывает все своему школьному обидчику, вручая ему целый список обидных вещей, которые тот делал с Леонардом. Тем временем Эми, Бернадетт и Пенни вспоминают свои школьные годы.",Над заучками и ботаниками.,1927,True,0.9501938819885254,"[{'text': 'Над ботаниками.', 'idx': 1925}, {'text': 'Над заучками и ботаниками.', 'idx': 1927}, {'text': 'Над заучками.', 'idx': 1928}]","['Над ботаниками.', 'Над заучками и ботаниками.', 'Над заучками.']","[1925, 1927, 1928]"
Кому Эми посоветовала пожертвовать часть одежды на благотворительность?,"Тогда Эми предлагает ей пожертвовать часть своей одежды на благотворительность и тем самым искупить вину. Леонард серьезно раздумывает, стоит ли ему встречаться с ним, но все же решает пойти и высказать Джимми все, что накопилось за годы унижений и издевательств. А Леонард набирается смелости и высказывает все своему школьному обидчику, вручая ему целый список обидных вещей, которые тот делал с Леонардом. Пенни становится стыдно за свое поведение в школе, она пытается позвонить всем, кого обижала, и извиниться, но никто не хочет ее слушать. Остальные идут вместе с Леонардом, чтобы поддержать его. Оказывается, что над Эми и Бернадетт тоже издевались в школе, а вот Пенни наоборот была той, кто издевался над заучками и ботаниками. Тем временем Эми, Бернадетт и Пенни вспоминают свои школьные годы.",Джимми.,1933,False,0.834437906742096,"[{'text': 'Леонарду.', 'idx': 1931}, {'text': 'Пенни.', 'idx': 1932}]","['Леонарду.', 'Пенни.']","[1931, 1932]"
